1,4
3,1
4,2
5,2
9,1
11,4
14,1
22,4
28,1
35,1
38,1
41,3
43,4
45,1
48,1
59,3
61,2
63,1
68,2
79,5
84,2
101,1
106,3
107,1
139,1
165,3
182,1
184,1
191,1
193,19
214,22
219,8
230,1
236,10
241,7
242,2
244,1
257,4
265,1
269,1
270,2
272,5
295,2
305,1
321,1
324,1
337,5
371,4
391,2
399,1
411,1
412,1
415,3
417,2
451,1
453,8
460,2
463,1
485,1
500,2
501,2
507,1
515,1
520,1
524,1
533,29
552,1
570,1
588,1
604,1
649,2
651,1
744,1
745,6
746,3
763,4
764,1
765,1
