1,12
2,1
3,1
4,6
5,3
9,1
11,7
13,3
14,2
15,7
22,4
28,1
35,1
38,1
41,3
43,8
45,2
48,1
59,6
61,4
63,1
68,3
79,5
84,4
101,2
106,6
107,2
139,3
165,7
182,2
184,1
191,2
193,38
214,43
219,8
230,2
236,19
241,11
242,3
244,1
257,4
265,1
269,2
270,4
272,9
295,3
305,3
321,1
324,2
337,5
371,4
391,2
392,1
399,1
411,1
412,1
415,3
417,5
451,1
453,8
460,3
463,1
485,2
500,2
501,2
507,1
515,1
520,34
524,2
533,32
552,2
560,2
570,2
588,2
604,1
606,1
649,5
651,1
744,1
745,23
746,3
763,4
764,1
765,2
